ID,Unnamed: 0,EUPH_STATUS,left-hand context (one sentence),main sentence,right-hand context (one sentence),source,PET,PET lemmatised,literal translation,non-euph equivalent,non-euph equivalent translation,category,A,J,U,W,majority label,LABEL,TEXT
583,582,sometimes_euph,"Stałem tuż za dziadkiem, widziałem, jak wbija ostrze szpadla w splątane strzemiona korzeni, by potem jak rzepę wyrwać rękami ich żylasty rdzeń.","Dziadek szamotał się, charczał przy tym i stękał, korzenie prukały, w powietrze wznosił się biały pył, aż dziadek jęknął, zaparł się o miedzę, nalany krwią, splunął trzy razy, [PET_BOUNDARY]kropnął[PET_BOUNDARY] raz jeszcze rydlem w korzeń, nadepnął nogą, całym swoim ciężarem uwieszając się na nim, aż chrzan skrzypnął i pękł.","Gdy dziadek odsapnął, złapaliśmy sterczący już z ziemi korzeń, krzyknęliśmy jednocześnie, pociągnęliśmy i runęliśmy jak dłudzy w pole.",KWJP,kropnął,kropnąć,to kick,-,,death,X,0,0,0,0.0,0.0,"Stałem tuż za dziadkiem, widziałem, jak wbija ostrze szpadla w splątane strzemiona korzeni, by potem jak rzepę wyrwać rękami ich żylasty rdzeń. Dziadek szamotał się, charczał przy tym i stękał, korzenie prukały, w powietrze wznosił się biały pył, aż dziadek jęknął, zaparł się o miedzę, nalany krwią, splunął trzy razy, [PET_BOUNDARY]kropnął[PET_BOUNDARY] raz jeszcze rydlem w korzeń, nadepnął nogą, całym swoim ciężarem uwieszając się na nim, aż chrzan skrzypnął i pękł. Gdy dziadek odsapnął, złapaliśmy sterczący już z ziemi korzeń, krzyknęliśmy jednocześnie, pociągnęliśmy i runęliśmy jak dłudzy w pole."
235,234,sometimes_euph,"I przygnębienie z serca usunąć, i oddalić ból od swego ciała, i chodzić drogami swego serca!","No, ale chyba tylko w młodości, jak rozumiem, ja [PET_BOUNDARY]już nie jestem młody[PET_BOUNDARY], ja już nie muszę chodzić drogami swego serca, ponieważ moje serce już zgniło, moje serce jest zepsutym kawałkiem mięsa, które śmierdzi i jest pożywką dla robactwa.","Stefan poczuł, jak płacz w nim wzbiera, jak zaczyna się trząść, jak ramiona mu podskakują, i wybuchnął tym płaczem, który wcale nie sprawił mu ulgi.",KWJP,już nie jestem młody,nie być młodym,not to be a young,być starym,be old,physical appearance,X,1,1,1,1.0,1.0,"I przygnębienie z serca usunąć, i oddalić ból od swego ciała, i chodzić drogami swego serca! No, ale chyba tylko w młodości, jak rozumiem, ja [PET_BOUNDARY]już nie jestem młody[PET_BOUNDARY], ja już nie muszę chodzić drogami swego serca, ponieważ moje serce już zgniło, moje serce jest zepsutym kawałkiem mięsa, które śmierdzi i jest pożywką dla robactwa. Stefan poczuł, jak płacz w nim wzbiera, jak zaczyna się trząść, jak ramiona mu podskakują, i wybuchnął tym płaczem, który wcale nie sprawił mu ulgi."
500,499,sometimes_euph,A sam rodem jestem z Suwalszczyzny – mówi.,"– Rodzice i [PET_BOUNDARY]dziadowie[PET_BOUNDARY] walczyli za Polskę, to rozumiem tematy.","Bandy, UPA, te rzeczy, to sam pan widzi, że mnie w tym temacie nie ma.",KWJP,dziadowie,dziad,crank,dziadek/przodek,grandfather/ancesor,physical appearance,X,0,0,0,0.0,0.0,"A sam rodem jestem z Suwalszczyzny – mówi. – Rodzice i [PET_BOUNDARY]dziadowie[PET_BOUNDARY] walczyli za Polskę, to rozumiem tematy. Bandy, UPA, te rzeczy, to sam pan widzi, że mnie w tym temacie nie ma."
66,65,sometimes_euph,No i potem panowie się poznają przy którejś Tropikalnej Wyspie.,"Wiachon przejmuje obowiązki „Turka”, a przy tym obaj się świetnie z [PET_BOUNDARY]dziewczynkami[PET_BOUNDARY] bawią.","„Turek” udostępnia samochody, jacht, apartamenty, „Krystek” organizuje ciałka.",KWJP,dziewczynkami,dziewczynka,little girl,prostytutka,prostitute,sex,1,1,1,X,1.0,1.0,"No i potem panowie się poznają przy którejś Tropikalnej Wyspie. Wiachon przejmuje obowiązki „Turka”, a przy tym obaj się świetnie z [PET_BOUNDARY]dziewczynkami[PET_BOUNDARY] bawią. „Turek” udostępnia samochody, jacht, apartamenty, „Krystek” organizuje ciałka."
2208,2207,sometimes_euph,Otwieraj te drzwi!,"– Dajesz dwa [PET_BOUNDARY]patyki[PET_BOUNDARY], bierzesz laseczkę.",Mariusz nie miał zamiaru dłużej przekomarzać się z głupcem.,KWJP,patyki,patyk,stick,tysiąc złotych,thousand złoty,money,1,1,1,X,1.0,1.0,"Otwieraj te drzwi! – Dajesz dwa [PET_BOUNDARY]patyki[PET_BOUNDARY], bierzesz laseczkę. Mariusz nie miał zamiaru dłużej przekomarzać się z głupcem."
1795,1794,sometimes_euph,"Breakdance, wynaleziony w murzyńskich miastach i tam popularny, można było też zobaczyć sporadycznie na rynku w Krakowie, a teraz już na uniwersyteckim poziomie będzie wykonywany na Suwalszczyźnie.","Narzekaliśmy, że nowe uczelnie wyższe mają za [PET_BOUNDARY]małe potrzeby[PET_BOUNDARY], jeśli chodzi o książki.","Mogą nastać takie uniwersytety, w których nawet wykłady nie będą potrzebne.",KWJP,małe potrzeby,mała potrzeba,a small need,-,-,physiology,0,0,X,0,0.0,0.0,"Breakdance, wynaleziony w murzyńskich miastach i tam popularny, można było też zobaczyć sporadycznie na rynku w Krakowie, a teraz już na uniwersyteckim poziomie będzie wykonywany na Suwalszczyźnie. Narzekaliśmy, że nowe uczelnie wyższe mają za [PET_BOUNDARY]małe potrzeby[PET_BOUNDARY], jeśli chodzi o książki. Mogą nastać takie uniwersytety, w których nawet wykłady nie będą potrzebne."
1309,1308,sometimes_euph,"Kulinarni eksperci zdradzają wiele sztuczek, dzięki którym otrzymują ciasto jak spod ręki utytułowanego ciastkarza.","Aby było bardziej [PET_BOUNDARY]puszyste[PET_BOUNDARY], zalecają utrzeć jajka z cukrem i w takiej postaci (kogel-mogel) dodać dopiero do reszty składników.",". Im dłużej będziemy wyrabiać ciasto, tym będzie bardziej napowietrzone, szybciej urośnie i będzie bardziej puszyste.",KWJP,puszyste,puszysty,fluffy,-,-,physical appearance,X,0,0,0,0.0,0.0,"Kulinarni eksperci zdradzają wiele sztuczek, dzięki którym otrzymują ciasto jak spod ręki utytułowanego ciastkarza. Aby było bardziej [PET_BOUNDARY]puszyste[PET_BOUNDARY], zalecają utrzeć jajka z cukrem i w takiej postaci (kogel-mogel) dodać dopiero do reszty składników. . Im dłużej będziemy wyrabiać ciasto, tym będzie bardziej napowietrzone, szybciej urośnie i będzie bardziej puszyste."
1680,1679,sometimes_euph,-,Jordan Carver [PET_BOUNDARY]ma czym oddychać[PET_BOUNDARY].,"Biust jest imponujących rozmiarów i, jak przekonuje Jordan, w 100 proc. naturalny.",KWJP,ma czym oddychać,mieć czym oddychać,have something to breathe,mieć bardzo duży biust,have very large breasts,body parts,1,X,1,1,1.0,1.0,"- Jordan Carver [PET_BOUNDARY]ma czym oddychać[PET_BOUNDARY]. Biust jest imponujących rozmiarów i, jak przekonuje Jordan, w 100 proc. naturalny."
1577,1576,sometimes_euph,– Musimy jak najszybciej wyprawić wesele.,[PET_BOUNDARY]Dziecko nie może się urodzić[PET_BOUNDARY] bez ojca.,"– Póki nie mam mebli, jest dużo miejsca w Złotym Moście.",KWJP,Dziecko nie może się urodzić,dziecko nie może się urodzić,the child cannot be born,-,-,physiology,0,0,X,0,0.0,0.0,"– Musimy jak najszybciej wyprawić wesele. [PET_BOUNDARY]Dziecko nie może się urodzić[PET_BOUNDARY] bez ojca. – Póki nie mam mebli, jest dużo miejsca w Złotym Moście."
529,528,sometimes_euph,Teraz jest tuż przed trzydziestką.,"- Mój ojciec jest [PET_BOUNDARY]blacharzem[PET_BOUNDARY], a brat mechanikiem.","Brat jest też inżynierem, ale również zaczynał w samochodówce, tylko w technikum.",KWJP,blacharzem,blacharz,auto body technician,-,-,offenses,0,0,X,0,0.0,0.0,"Teraz jest tuż przed trzydziestką. - Mój ojciec jest [PET_BOUNDARY]blacharzem[PET_BOUNDARY], a brat mechanikiem. Brat jest też inżynierem, ale również zaczynał w samochodówce, tylko w technikum."
1268,1267,sometimes_euph,"Pytam Dawida o najdziwniejszą rzecz, jakiej próbował.","— Chyba ta [PET_BOUNDARY]barania głowa[PET_BOUNDARY], choć jadłem już aligatora, kangura w Warszawie, mrożonego oczywiście.","Mieliśmy grillowany ogon z aligatora, z kangura stek, niezły.",KWJP,barania głowa,barania głowa,sheep's head,-,-,vice,0,X,0,0,0.0,0.0,"Pytam Dawida o najdziwniejszą rzecz, jakiej próbował. — Chyba ta [PET_BOUNDARY]barania głowa[PET_BOUNDARY], choć jadłem już aligatora, kangura w Warszawie, mrożonego oczywiście. Mieliśmy grillowany ogon z aligatora, z kangura stek, niezły."
1290,1289,sometimes_euph,– A to co?,"Marlena wskazuje na leżące na kominku trzy ozdobne [PET_BOUNDARY]dzbany[PET_BOUNDARY] z pokrywami, na których umieszczone są świeczki.","– A, to! – macha ręką.",KWJP,dzbany,dzban,jug,-,-,vice,0,X,0,0,0.0,0.0,"– A to co? Marlena wskazuje na leżące na kominku trzy ozdobne [PET_BOUNDARY]dzbany[PET_BOUNDARY] z pokrywami, na których umieszczone są świeczki. – A, to! – macha ręką."
36,35,sometimes_euph,Nagle zachciało jej się śmiać.,"Wyjęła piwo z lodówki, otworzyła, wypiła łyk i [PET_BOUNDARY]poszła do łóżka[PET_BOUNDARY].",Sięgnęła jeszcze po tabletki leżące na szafce nocnej.,KWJP,poszła do łóżka,pójść do łóżka,to go to bed,-,-,sex,0,0,0,X,0.0,0.0,"Nagle zachciało jej się śmiać. Wyjęła piwo z lodówki, otworzyła, wypiła łyk i [PET_BOUNDARY]poszła do łóżka[PET_BOUNDARY]. Sięgnęła jeszcze po tabletki leżące na szafce nocnej."
664,663,sometimes_euph,Broniła dostępu do tego cechu.,Była świetnym rzemieślnikiem i zawsze miała dobrą [PET_BOUNDARY]kondycję[PET_BOUNDARY] do pisania.,"W takim zawodzie, jaki uprawiała, pisze się tylko pół godziny, resztę dnia wypełnia myślenie.",KWJP,kondycję,kondycja,condition,-,-,money,0,0,0,0,0.0,0.0,"Broniła dostępu do tego cechu. Była świetnym rzemieślnikiem i zawsze miała dobrą [PET_BOUNDARY]kondycję[PET_BOUNDARY] do pisania. W takim zawodzie, jaki uprawiała, pisze się tylko pół godziny, resztę dnia wypełnia myślenie."
1250,1249,sometimes_euph,"W swoich domach mają niewiele tego, co zasługiwałoby na nazwę mebli; a ich odzież jest prymitywna, podarta i brudna, nawet do obrzydzenia.","Bardzo niewiele uwagi zwraca się na ich edukację, i generalnie są [PET_BOUNDARY]ciemni[PET_BOUNDARY], przesądni i fanatyczni.","Ten obraz stanu i charakteru chłopstwa, chociaż ogólny, może być uznany za tak powszechny, że nie ma od niego wyjątków; zdarzają się rzadkie przypadki wytrwałości w gospodarce, przedsiębiorczości i umiarkowaniu.",KWJP,ciemni,ciemny,dark,głupi,stupid,vice,1,X,1,1,1.0,1.0,"W swoich domach mają niewiele tego, co zasługiwałoby na nazwę mebli; a ich odzież jest prymitywna, podarta i brudna, nawet do obrzydzenia. Bardzo niewiele uwagi zwraca się na ich edukację, i generalnie są [PET_BOUNDARY]ciemni[PET_BOUNDARY], przesądni i fanatyczni. Ten obraz stanu i charakteru chłopstwa, chociaż ogólny, może być uznany za tak powszechny, że nie ma od niego wyjątków; zdarzają się rzadkie przypadki wytrwałości w gospodarce, przedsiębiorczości i umiarkowaniu."
741,740,sometimes_euph,Mieszkała u mnie w domu kuzynka i dwoje dzieci przygarniętych od znajomych: ośmioletnia dziewczynka i piętnastoletni chłopiec.,Kuzynce nie [PET_BOUNDARY]powodziło się[PET_BOUNDARY] w życiu.,"Skończyła już trzydzieści pięć lat, ale nie miała ani męża, ani dzieci.",KWJP,powodziło się,powodzić się,to be successful,-,-,money,1,1,1,0,1.0,1.0,"Mieszkała u mnie w domu kuzynka i dwoje dzieci przygarniętych od znajomych: ośmioletnia dziewczynka i piętnastoletni chłopiec. Kuzynce nie [PET_BOUNDARY]powodziło się[PET_BOUNDARY] w życiu. Skończyła już trzydzieści pięć lat, ale nie miała ani męża, ani dzieci."
969,968,sometimes_euph,"""Łatwo księdzu pisać takie rzeczy.","Nie macie dzieci, nie macie pojęcia co znaczy [PET_BOUNDARY]strach[PET_BOUNDARY] o ich przyszłość"" - komentował inny internauta.",Drogi księże może masz i rację.,refugee crisis,strach,strach,fear,-,-,immigration,0,0,0,0,0.0,0.0,"""Łatwo księdzu pisać takie rzeczy. Nie macie dzieci, nie macie pojęcia co znaczy [PET_BOUNDARY]strach[PET_BOUNDARY] o ich przyszłość"" - komentował inny internauta. Drogi księże może masz i rację."
2307,2306,sometimes_euph,"Jedno było pewne, nie był agentem w żadnym wypadku finezyjnym ani uwodzicielskim.","Jeśli [PET_BOUNDARY]pragnął kobiety[PET_BOUNDARY], brał ją siłą, używał jej nawet wtedy, kiedy kobiety mu się nie opierały.","I nie miał skrupułów, żeby zabijać.",KWJP,pragnął kobiety,pragnąć kobiety,to crave a woman,pożądać seksualnie kobietę,to sexually desire a woman,sex,1,1,1,X,1.0,1.0,"Jedno było pewne, nie był agentem w żadnym wypadku finezyjnym ani uwodzicielskim. Jeśli [PET_BOUNDARY]pragnął kobiety[PET_BOUNDARY], brał ją siłą, używał jej nawet wtedy, kiedy kobiety mu się nie opierały. I nie miał skrupułów, żeby zabijać."
1155,1154,sometimes_euph,Wracam na przystanek.,Powoli się [PET_BOUNDARY]ściemnia[PET_BOUNDARY].,Autobus przejeżdża obok stacji benzynowej pana von Wirtha.,KWJP,ściemnia,ściemniać,dim,-,-,vice,0,X,0,0,0.0,0.0,Wracam na przystanek. Powoli się [PET_BOUNDARY]ściemnia[PET_BOUNDARY]. Autobus przejeżdża obok stacji benzynowej pana von Wirtha.
1935,1934,sometimes_euph,"Bliskość, jaka się tworzy między dzieckiem i jego opiekunami, jest więc zdecydowanie czymś więcej niż wdzięcznością za pełną pierś (czy butelkę).","Potrzeba bliskich, ciepłych relacji i przytulenia się do żywej istoty jest dla małego człowieka tak samo podstawową [PET_BOUNDARY]potrzebą fizjologiczną[PET_BOUNDARY], jak jedzenie czy tlen.","W 1958 roku Harry Harlow opublikował artykuł „Natura miłości” (The Nature of Love) dotyczący badań nad relacjami między dziećmi i matkami u rezusów, po raz pierwszy używając słowa „miłość” w artykule naukowym.",KWJP,potrzebą fizjologiczną,potrzeba fizjologiczna,physiological need,-,-,physiology,0,0,X,0,0.0,0.0,"Bliskość, jaka się tworzy między dzieckiem i jego opiekunami, jest więc zdecydowanie czymś więcej niż wdzięcznością za pełną pierś (czy butelkę). Potrzeba bliskich, ciepłych relacji i przytulenia się do żywej istoty jest dla małego człowieka tak samo podstawową [PET_BOUNDARY]potrzebą fizjologiczną[PET_BOUNDARY], jak jedzenie czy tlen. W 1958 roku Harry Harlow opublikował artykuł „Natura miłości” (The Nature of Love) dotyczący badań nad relacjami między dziećmi i matkami u rezusów, po raz pierwszy używając słowa „miłość” w artykule naukowym."
1884,1883,sometimes_euph,"Wszystkie trzy wiedziałyśmy, że to, co mówiła Ulka miało sens, to faktycznie mogło tak być.","Pan Nowicki przyszedł do ciebie po to, żebyś pomogła mu [PET_BOUNDARY]przejść na drugą stronę[PET_BOUNDARY]… że tak powiem.","Dla mnie to dość oczywiste skojarzenie, że jesteś właśnie przewodniczką dusz.",KWJP,przejść na drugą stronę,przejść na drugą stronę,to pass to other side,umrzeć,to die,death,X,1,0,1,1.0,1.0,"Wszystkie trzy wiedziałyśmy, że to, co mówiła Ulka miało sens, to faktycznie mogło tak być. Pan Nowicki przyszedł do ciebie po to, żebyś pomogła mu [PET_BOUNDARY]przejść na drugą stronę[PET_BOUNDARY]… że tak powiem. Dla mnie to dość oczywiste skojarzenie, że jesteś właśnie przewodniczką dusz."
765,764,sometimes_euph,-,"Kosztowało go wiele trudu, by wejść w nią – słyszał, jak pomrukuje, skarży się i w końcu kwili – ale kiedy poczuł, że jego [PET_BOUNDARY]członek[PET_BOUNDARY] znalazł się w jej ciele, skurczony i obolały, miał erekcję, której towarzyszył głęboki jęk.","Przez krótką chwilę, kiedy dokonywał gwałtu na Teha’amanie, poczuł się (...).",KWJP,członek,członek,member,penis,penis,sex,1,1,1,1,1.0,1.0,"- Kosztowało go wiele trudu, by wejść w nią – słyszał, jak pomrukuje, skarży się i w końcu kwili – ale kiedy poczuł, że jego [PET_BOUNDARY]członek[PET_BOUNDARY] znalazł się w jej ciele, skurczony i obolały, miał erekcję, której towarzyszył głęboki jęk. Przez krótką chwilę, kiedy dokonywał gwałtu na Teha’amanie, poczuł się (...)."
1950,1949,sometimes_euph,"Też ogniem, do cholery!",[PET_BOUNDARY]Przekręcisz się[PET_BOUNDARY] z bólu.,Nie przekręcę.,KWJP,Przekręcisz się,przekręcić się,to twist,umrzeć,to die,death,X,1,1,1,1.0,1.0,"Też ogniem, do cholery! [PET_BOUNDARY]Przekręcisz się[PET_BOUNDARY] z bólu. Nie przekręcę."
2420,2419,sometimes_euph,"Już po chwili powtórzyła te słowa, kiedy przyniesiono dania.",[PET_BOUNDARY]Sałata[PET_BOUNDARY] Alicji wyglądała niczym stworzone z kolorowych liści i różowego łososia arcydzieło.,"Sos, spływający po liściach cienką strużką, prezentował się jak wstęga, która kończy się na talerzu, obejmując danie.",KWJP,Sałata,sałata,lettuce,-,-,money,0,0,0,X,0.0,0.0,"Już po chwili powtórzyła te słowa, kiedy przyniesiono dania. [PET_BOUNDARY]Sałata[PET_BOUNDARY] Alicji wyglądała niczym stworzone z kolorowych liści i różowego łososia arcydzieło. Sos, spływający po liściach cienką strużką, prezentował się jak wstęga, która kończy się na talerzu, obejmując danie."
978,977,sometimes_euph,"– Ach, Pawciu, jesteś taki cudowny, taki samochód nam kupiłeś, taka niespodzianka!","– Podskakiwałaby na jednej nóżce, [PET_BOUNDARY]na drugiej nóżce[PET_BOUNDARY].",Do takiego używanego truchła tak się cieszyła.,NKJP300,na drugiej nóżce,na drugą nóżkę,on the other little leg,-,-,substances,0,0,0,0,0.0,0.0,"– Ach, Pawciu, jesteś taki cudowny, taki samochód nam kupiłeś, taka niespodzianka! – Podskakiwałaby na jednej nóżce, [PET_BOUNDARY]na drugiej nóżce[PET_BOUNDARY]. Do takiego używanego truchła tak się cieszyła."
1262,1261,sometimes_euph,"Powiedział w sądzie, że wtedy ""podpisałby pakt nawet z diabłem"".","A potem zobaczył, że go [PET_BOUNDARY]kiwają[PET_BOUNDARY].","- Na ten temat nie chcę się wypowiadać, by nie popełnić przestępstwa.",KWJP,kiwają,kiwać,nod,oszukiwać,deceive,vice,1,X,1,1,1.0,1.0,"Powiedział w sądzie, że wtedy ""podpisałby pakt nawet z diabłem"". A potem zobaczył, że go [PET_BOUNDARY]kiwają[PET_BOUNDARY]. - Na ten temat nie chcę się wypowiadać, by nie popełnić przestępstwa."
2410,2409,sometimes_euph,"Często spotykam mężczyzn, którzy są nieszczęśliwi, bo dali się uwieść i wykorzystać.","[PET_BOUNDARY]Pragną kobiety[PET_BOUNDARY], o której umieją powiedzieć tylko tyle, że jej nie rozumieją.","Próbuję im wyjaśnić, że to nie jest niezwykła istota, ale ktoś, kto za sprawą obietnic bez pokrycia trzyma ich mocno i nie puści.",KWJP,Pragną kobiety,pragnąć kobiety,to crave a woman,-,-,sex,0,0,0,X,0.0,0.0,"Często spotykam mężczyzn, którzy są nieszczęśliwi, bo dali się uwieść i wykorzystać. [PET_BOUNDARY]Pragną kobiety[PET_BOUNDARY], o której umieją powiedzieć tylko tyle, że jej nie rozumieją. Próbuję im wyjaśnić, że to nie jest niezwykła istota, ale ktoś, kto za sprawą obietnic bez pokrycia trzyma ich mocno i nie puści."
818,817,sometimes_euph,"I teraz najważniejsze: żeby złożyć wniosek o ustanowienie kuratora spadku nieobjętego, należy wykazać jakiś interes.","Na przykład, że zmarła osoba [PET_BOUNDARY]była winna[PET_BOUNDARY] mi jakieś pieniądze i teraz nie wiadomo, od kogo dochodzić ich zwrotu.","Okazało się jednak, że niektórzy prawnicy czy biznesmeni warszawscy albo łódzcy są bardziej bezczelni i (...).",KWJP,była winna,być winnym,to be guilty,-,-,money,1,1,1,1,1.0,1.0,"I teraz najważniejsze: żeby złożyć wniosek o ustanowienie kuratora spadku nieobjętego, należy wykazać jakiś interes. Na przykład, że zmarła osoba [PET_BOUNDARY]była winna[PET_BOUNDARY] mi jakieś pieniądze i teraz nie wiadomo, od kogo dochodzić ich zwrotu. Okazało się jednak, że niektórzy prawnicy czy biznesmeni warszawscy albo łódzcy są bardziej bezczelni i (...)."
