id,text,sentence,pet,label,category,euph_status,sub-category,source,pet_wordform,left-hand context (one sentence),right-hand context (one sentence),literal_translation,non_euph_equivalent,non_euph_equivalent_translation
1949,"Po chwili spędzonej w całkowitym bezruchu poczułem, jak targa mną dreszcz, a czucie w kończynach zaczyna powoli wracać Przekręciłem się więc na bok i spojrzałem na gospodarstwo, czy raczej to, co z niego zostało. Po chwili spędzonej w całkowitym bezruchu poczułem, jak targa mną dreszcz, a czucie w kończynach zaczyna powoli wracać","Przekręciłem się więc na bok i spojrzałem na gospodarstwo, czy raczej to, co z niego zostało.",przekręcić się,0,death,sometimes_euph,,KWJP,przekręciłem się,"Po chwili spędzonej w całkowitym bezruchu poczułem, jak targa mną dreszcz, a czucie w kończynach zaczyna powoli wracać","Po chwili spędzonej w całkowitym bezruchu poczułem, jak targa mną dreszcz, a czucie w kończynach zaczyna powoli wracać",to twist,-,-
1950,"Też ogniem, do cholery! Przekręcisz się z bólu. Nie przekręcę.",Przekręcisz się z bólu.,przekręcić się,1,death,sometimes_euph,,KWJP,przekrecisz się,"Też ogniem, do cholery!",Nie przekręcę.,to twist,umrzeć,to die
893,"Irenka opowiada: była goła, w samych skarpetkach. Jak Lucjan już skończył ją przelatywać, to zobaczyła, że obok są inni żołnierze. Lucjan kazał jej wstać i okręcić się.","Jak Lucjan już skończył ją przelatywać, to zobaczyła, że obok są inni żołnierze.",przelatywać,1,sexual activity,always_euph,,NKJP300,przelatywać,"Irenka opowiada: była goła, w samych skarpetkach.",Lucjan kazał jej wstać i okręcić się.,to fly across/ over,uprawiać seks,to have sex
625,"Jaś powtórzył ukłon: prosił do tańca. Przez jej twarz przeleciał jakiś skurcz. Zacisnęła powieki jakby w obawie, że się rozpłacze.",Przez jej twarz przeleciał jakiś skurcz.,przelecieć,0,sexual activity,sometimes_euph,,NKJP300,przeleciał,Jaś powtórzył ukłon: prosił do tańca.,"Zacisnęła powieki jakby w obawie, że się rozpłacze.",to fly across/ over,-,-
660,"Idący na pasterkę ludzie usłyszeli pomruk i świst... To były słowa, które niczym pociski przeleciały obok nich. Wacław czule, ze wzruszeniem - biegnąc lekko po biało-czarnej nocy - szeptał je do ucha zachwyconej Antoninki.","To były słowa, które niczym pociski przeleciały obok nich.",przelecieć,0,sexual activity,sometimes_euph,,NKJP300,przeleciały,Idący na pasterkę ludzie usłyszeli pomruk i świst...,"Wacław czule, ze wzruszeniem - biegnąc lekko po biało-czarnej nocy - szeptał je do ucha zachwyconej Antoninki.",to fly across/ over,-,-
791,"(...) rozstaliśmy się, bo on twierdził, że jestem bierna (w sprawach cielesnych nie byłam, wiem, co robiłam). I jeszcze, że traktuję go jako faceta, z którym mogłabym wreszcie ""to"" zrobić, a on, jako że jestem ""czysta"", nie chciałby mnie przelecieć i zostawić. Pomyślałam, że może okazywałam mu za mało uczucia.","I jeszcze, że traktuję go jako faceta, z którym mogłabym wreszcie ""to"" zrobić, a on, jako że jestem ""czysta"", nie chciałby mnie przelecieć i zostawić.",przelecieć,1,sexual activity,sometimes_euph,,NKJP300,przelecieć,"(...) rozstaliśmy się, bo on twierdził, że jestem bierna (w sprawach cielesnych nie byłam, wiem, co robiłam).","Pomyślałam, że może okazywałam mu za mało uczucia.",to fly across/ over,uprawiać seks,to have sex
808,"Ale ja nie potrzebowałem jej trójeczek ani nowiutkiego golfa, ani drinków stawianych przez Stefana, który zapomniał, że mu Stefan dali na chrzcie. Z rozpaczą myślałem, że tego lata nawet po koleżeńsku nie dam rady Jagódki przelecieć. Patrzyłem z rozpaczą w przyszłość, a Jagodę moja rozpacz gówno obchodziła.","Z rozpaczą myślałem, że tego lata nawet po koleżeńsku nie dam rady Jagódki przelecieć.",przelecieć,1,sexual activity,sometimes_euph,,NKJP300,przelecieć,"Ale ja nie potrzebowałem jej trójeczek ani nowiutkiego golfa, ani drinków stawianych przez Stefana, który zapomniał, że mu Stefan dali na chrzcie.","Patrzyłem z rozpaczą w przyszłość, a Jagodę moja rozpacz gówno obchodziła.",to fly across/ over,uprawiać seks,to have sex
1068,"- Spodziewałaś się czegoś takiego po niej? - Przez piętę mi nie przeleciało. Raczej łagodna, kulturalna. - I chce zabijać.","- Przez piętę mi nie przeleciało. Raczej łagodna, kulturalna.",przelecieć,0,sexual activity,sometimes_euph,,NKJP300,przeleciało,- Spodziewałaś się czegoś takiego po niej?,- I chce zabijać.,to fly across/ over,-,-
1333,"Z życia innych gwiazd Sol-Polu: dawno, dawno temu Ludwik Dorn był marszałkiem Sejmu. Ludzkość już o tym zapomniała, pies Saba również (zwłaszcza że przeniósł się już do Krainy Wiecznych Łowów). Nie zapomniał o tym sam żelazny Ludwik.","Ludzkość już o tym zapomniała, pies Saba również (zwłaszcza że przeniósł się już do Krainy Wiecznych Łowów).",przenieść się,1,death,sometimes_euph,,KWJP,przeniósł się,"Z życia innych gwiazd Sol-Polu: dawno, dawno temu Ludwik Dorn był marszałkiem Sejmu.",Nie zapomniał o tym sam żelazny Ludwik.,to move,umrzeć,to die
1532,"Przed zabawą musimy zdecydować się na wybór odpowiedniej nawierzchni, po której śmigać będą pstrykane żetony. Chropowaty obrus raczej się nie sprawdzi, najlepiej grać na dość śliskiej ceracie, zawsze też można przenieść się na podłogę, jeśli ktoś dysponuje akurat drewnianym parkietem czy panelami. Podczas przygotowania pierwszą czynnością jest wybór scenariusza.","Chropowaty obrus raczej się nie sprawdzi, najlepiej grać na dość śliskiej ceracie, zawsze też można przenieść się na podłogę, jeśli ktoś dysponuje akurat drewnianym parkietem czy panelami.",przenieść się,0,death,sometimes_euph,,KWJP,przenieść się,"Przed zabawą musimy zdecydować się na wybór odpowiedniej nawierzchni, po której śmigać będą pstrykane żetony.",Podczas przygotowania pierwszą czynnością jest wybór scenariusza.,to move,-,-
1597,"W Ladakhu pojawiło się bezrobocie, przestępczość i prostytucja – wszystkie choroby współczesnego świata. Gdy miejscowi przestali pracować na roli i przenieśli się do miasta, liczba mieszkańców Leh wzrosła z pięciu do prawie trzydziestu tysięcy. Ladakh jest teraz przeludniony, jego gospodarka przestała być zrównoważona.","Gdy miejscowi przestali pracować na roli i przenieśli się do miasta, liczba mieszkańców Leh wzrosła z pięciu do prawie trzydziestu tysięcy.",przenieść się,0,death,sometimes_euph,,KWJP,przenieśli się,"W Ladakhu pojawiło się bezrobocie, przestępczość i prostytucja – wszystkie choroby współczesnego świata.","Ladakh jest teraz przeludniony, jego gospodarka przestała być zrównoważona.",to move,-,-
1669,"Jakby jutra miało nie być. Jeszcze chwilami wierzę, że wsiądę w lipcu do samolotu i przeniosę się w Himalaje. Taki był plan.","Jeszcze chwilami wierzę, że wsiądę w lipcu do samolotu i przeniosę się w Himalaje.",przenieść się,0,death,sometimes_euph,,KWJP,przeniosę się,Jakby jutra miało nie być.,Taki był plan.,to move,-,-
1712,"Przerażeni od razu opuściliśmy to przeklęte miejsce, było nas teraz tylko trzech. Leon i inni chłopcy przenieśli się już do Wieczności. Przetrwali niemiecką tyranię i nawet Sobibór ich nie wykończył, a zginęli z rąk swoich polskich krajanów.",Leon i inni chłopcy przenieśli się już do Wieczności.,przenieść się,1,death,sometimes_euph,,KWJP,przenieśli się,"Przerażeni od razu opuściliśmy to przeklęte miejsce, było nas teraz tylko trzech.","Przetrwali niemiecką tyranię i nawet Sobibór ich nie wykończył, a zginęli z rąk swoich polskich krajanów.",to move,umrzeć,to die
2068,"My wiemy, że to lipa, a aresztowanie Kittela w świetle następujących po nim wydarzeń było co najmniej dyskusyjne. Ustaliliśmy też, że z dużą dozą prawdopodobieństwa Kłos podrzucił dowody do jego mieszkania, a później ktoś pomógł temu drugiemu przenieść się na tamten świat. Kto konkretnie?","Ustaliliśmy też, że z dużą dozą prawdopodobieństwa Kłos podrzucił dowody do jego mieszkania, a później ktoś pomógł temu drugiemu przenieść się na tamten świat.",przenieść się,1,death,sometimes_euph,,KWJP,przenieść się,"My wiemy, że to lipa, a aresztowanie Kittela w świetle następujących po nim wydarzeń było co najmniej dyskusyjne.",Kto konkretnie?,to move,umrzeć,to die
1802,"W ciągu sekundy twarz pośredniczki stała się blada jak kreda. Nerwowo poprawiła czerwoną bluzkę i kiwnąwszy na Idę, rzuciła krótko do rozmówczyni: – Przepraszam, zaraz wracam. Justyna pobiegła do łazienki, niemalże potykając się o własne nogi w wyjątkowo obcisłej spódnicy.","Nerwowo poprawiła czerwoną bluzkę i kiwnąwszy na Idę, rzuciła krótko do rozmówczyni: – Przepraszam, zaraz wracam.","przepraszam, zaraz wracam",1,bodily functions/parts,always_euph,physiology,KWJP,"przepraszam, zaraz wracam",W ciągu sekundy twarz pośredniczki stała się blada jak kreda.,"Justyna pobiegła do łazienki, niemalże potykając się o własne nogi w wyjątkowo obcisłej spódnicy.","I'm sorry, I'll be right back",poinformowanie że idzie się do toalety,informing that you are going to the toilet
646,- Polak przerzucał uchodźców przez granicę. Wpadł w ręce służb.,Polak przerzucał uchodźców przez granicę.,przerzucać,1,politics,sometimes_euph,immigration,refugee crisis,przerzucał,-,Wpadł w ręce służb.,to throw over,pomagać w nielegalnym przekraczaniu granicy,to help people cross the border illegaly
767,"Po jakiejś półgodzinie znaleźliśmy się na granicy białorusko-rosyjskiej, na której nie odbywa się jakakolwiek kontrola, mają tam swoje miejscowe Schengen. To jest takie samo nieużywane przejście graniczne jak na granicy polsko-niemieckiej, wiatr przerzuca gazety, kurz, nikogo nie ma, gdzieś z boku waży się tylko tiry. Przejechaliśmy przez to spokojnie, stanęliśmy kilkanaście metrów dalej po stronie rosyjskiej, bo miały się zmienić kolumny milicyjne.","To jest takie samo nieużywane przejście graniczne jak na granicy polsko-niemieckiej, wiatr przerzuca gazety, kurz, nikogo nie ma, gdzieś z boku waży się tylko tiry.",przerzucać,0,politics,sometimes_euph,immigration,KWJP,przerzuca,"Po jakiejś półgodzinie znaleźliśmy się na granicy białorusko-rosyjskiej, na której nie odbywa się jakakolwiek kontrola, mają tam swoje miejscowe Schengen.","Przejechaliśmy przez to spokojnie, stanęliśmy kilkanaście metrów dalej po stronie rosyjskiej, bo miały się zmienić kolumny milicyjne.",to throw over,-,-
783,"Opowiadał jeden z nich, że po śmierci profesora znaleźli za taką wielką szafą w pokoju całe stosy brudnej bielizny. On jej po prostu nigdy nie prał, ponosił kilka dni i majt!, przerzucał za szafę. Potem te gacie i podkoszulki wyprano i oddano do domu starców.","On jej po prostu nigdy nie prał, ponosił kilka dni i majt!, przerzucał za szafę.",przerzucać,0,politics,sometimes_euph,immigration,KWJP,przerzucał,"Opowiadał jeden z nich, że po śmierci profesora znaleźli za taką wielką szafą w pokoju całe stosy brudnej bielizny.",Potem te gacie i podkoszulki wyprano i oddano do domu starców.,to throw over,-,-
806,"Jego wierzch smarujemy 1 łyżeczką tłuszczu. Kiedy przyrumieni się z jednej strony, przerzucamy go na drugą. Pieczemy jeszcze kilkanaście sekund. Gotowy naleśnik podajemy z jogurtem, polany wybraną substancją słodzącą z dodatkiem wybranych owoców sezonowych.","Kiedy przyrumieni się z jednej strony, przerzucamy go na drugą.",przerzucać,0,politics,sometimes_euph,immigration,KWJP,przerzucamy,Jego wierzch smarujemy 1 łyżeczką tłuszczu.,"Pieczemy jeszcze kilkanaście sekund. Gotowy naleśnik podajemy z jogurtem, polany wybraną substancją słodzącą z dodatkiem wybranych owoców sezonowych.",to throw over,-,-
938,"Teraz naciskamy na walkę z przemytem ludzi, a w tej sprawie dzieje się niewiele. Nie udało się m.in. uzyskać rezolucji Rady Bezpieczeństwa ONZ dającej zielone światło do akcji sił zbrojnych przeciwko gangom przerzucającym ich przez Morze Śródziemne. Inna sprawa to rejestracja uchodźców, która również kuleje.",Nie udało się m.in. uzyskać rezolucji Rady Bezpieczeństwa ONZ dającej zielone światło do akcji sił zbrojnych przeciwko gangom przerzucającym ich przez Morze Śródziemne.,przerzucać,1,politics,sometimes_euph,immigration,refugee crisis,przerzucającym,"Teraz naciskamy na walkę z przemytem ludzi, a w tej sprawie dzieje się niewiele.","Inna sprawa to rejestracja uchodźców, która również kuleje.",to throw over,pomagać w nielegalnym przekraczaniu granicy,to help people cross the border illegaly
700,"(...) jest kluczowa – zauważają komentatorzy, przypominając, że proceder przemytu migrantów z wybrzeży Afryki przynosi olbrzymie zyski, które – jak obecnie przyznano – są także źródłem finansowania Państwa Islamskiego. Komentatorzy zastanawiają się obecnie, czy udział dżihadystów polega na przykład na pobieraniu myta od każdej wysyłanej łodzi, czy też na faktycznym sprawowaniu kontroli nad całym procederem przerzutu migrantów. To pozostaje niejasne.","Komentatorzy zastanawiają się obecnie, czy udział dżihadystów polega na przykład na pobieraniu myta od każdej wysyłanej łodzi, czy też na faktycznym sprawowaniu kontroli nad całym procederem przerzutu migrantów.",przerzut,1,politics,sometimes_euph,immigration,refugee crisis,przerzutu,"(...) jest kluczowa – zauważają komentatorzy, przypominając, że proceder przemytu migrantów z wybrzeży Afryki przynosi olbrzymie zyski, które – jak obecnie przyznano – są także źródłem finansowania Państwa Islamskiego.",To pozostaje niejasne.,throwing over,pomoc w nielegalnym przekraczaniu granicy,helping people cross the border illegaly
954,"Już najwyżej sto metrów dzieli nas od ziemi. Przerzut dźwigni i zmiana »piczu«, czyli kąta natarcia wirnika nośnego. Gwałtowne hamowanie oderwało mnie od siedzenia, zawisłem na pasach.","Przerzut dźwigni i zmiana »piczu«, czyli kąta natarcia wirnika nośnego.",przerzut,0,politics,sometimes_euph,immigration,KWJP,przerzut,Już najwyżej sto metrów dzieli nas od ziemi.,"Gwałtowne hamowanie oderwało mnie od siedzenia, zawisłem na pasach.",throwing over,-,-
2341,"Hesio był nie tylko skutecznym agitatorem. Mówiono też, że przespał się z połową Tarnowa. Widocznie równie dobry z niego kochanek jak komunista.","Mówiono też, że przespał się z połową Tarnowa.",przespać się z,1,sexual activity,sometimes_euph,,KWJP,prześpię się z,Hesio był nie tylko skutecznym agitatorem.,Widocznie równie dobry z niego kochanek jak komunista.,to sleep with,mieć stosunek płciowy,to have sexual intercourse
2347,"Podejmujesz ryzykowne decyzje, a potem nie możesz zrozumieć, czemu to się stało. Na przykład prześpisz się z kolegą na konferencji i potem bardzo tego żałujesz. Czasem nawet czujesz się pozbawiona kontroli nad swoją seksualnością, szczególnie gdy jesteś zestresowana.",Na przykład prześpisz się z kolegą na konferencji i potem bardzo tego żałujesz.,przespać się z,1,sexual activity,sometimes_euph,,KWJP,prześpisz się z,"Podejmujesz ryzykowne decyzje, a potem nie możesz zrozumieć, czemu to się stało.","Czasem nawet czujesz się pozbawiona kontroli nad swoją seksualnością, szczególnie gdy jesteś zestresowana.",to sleep with,mieć stosunek płciowy,to have sexual intercourse
